ano,mes,id_municipio,regiao_ssp,homicidio_doloso,numero_de_vitimas_em_homicidio_doloso,homicidio_doloso_por_acidente_de_transito,numero_de_vitimas_em_homicidio_doloso_por_acidente_de_transito,homicidio_culposo_por_acidente_de_transito,homicidio_culposo_outros,tentativa_de_homicidio,lesao_corporal_seguida_de_morte,lesao_corporal_dolosa,lesao_corporal_culposa_por_acidente_de_transito,lesao_corporal_culposa_outras,latrocinio,numero_de_vitimas_em_latrocinio,total_de_estupro,estupro,estupro_de_vulneravel,total_de_roubo_outros,roubo_outros,roubo_de_veiculo,roubo_a_banco,roubo_de_carga,furto_outros,furto_de_veiculo
2021,1,3500402,Piracicaba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,2,3500402,Piracicaba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0
2021,3,3500402,Piracicaba,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,4,3500402,Piracicaba,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,6,0
2021,5,3500402,Piracicaba,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,6,3500402,Piracicaba,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,7,3500402,Piracicaba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2021,8,3500402,Piracicaba,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0
2021,9,3500402,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500402,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500402,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500402,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,8,0
2021,2,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,11,0
2021,3,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,10,0
2021,4,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,8,17,0,0,0,1,0,1,0,0,0,0,0,13,1
2021,5,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,13,0
2021,6,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,13,10,1,0,0,1,0,1,0,0,0,0,0,14,1
2021,7,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,17,1
2021,8,3500105,Presidente Prudente,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,12,2
2021,9,3500105,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500105,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500105,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500105,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500303,Piracicaba,1,1,0,0,0,0,1,0,7,1,0,0,0,3,0,3,2,2,2,0,0,25,1
2021,2,3500303,Piracicaba,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,2,0,0,27,2
2021,3,3500303,Piracicaba,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,1,5,5,0,0,0,27,0
2021,4,3500303,Piracicaba,1,1,0,0,0,0,0,0,7,2,0,0,0,2,0,2,1,1,0,0,0,19,0
2021,5,3500303,Piracicaba,1,1,0,0,0,0,0,0,11,1,0,0,0,3,2,1,4,4,0,0,0,25,2
2021,6,3500303,Piracicaba,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,2,5,5,0,0,0,27,1
2021,7,3500303,Piracicaba,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,3,0,0,0,17,0
2021,8,3500303,Piracicaba,1,2,0,0,0,0,0,0,7,1,0,1,1,1,0,1,5,3,1,0,2,11,0
2021,9,3500303,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500303,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500303,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500303,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500709,Bauru,0,0,0,0,1,0,1,0,10,5,0,0,0,0,0,0,1,1,1,0,0,19,0
2021,2,3500709,Bauru,0,0,0,0,0,0,1,0,12,4,1,0,0,0,0,0,2,2,0,0,0,42,0
2021,3,3500709,Bauru,0,0,0,0,1,0,2,0,6,6,0,0,0,1,0,1,1,1,0,0,0,27,0
2021,4,3500709,Bauru,1,1,0,0,0,0,0,0,11,4,0,0,0,0,0,0,1,1,0,0,0,38,0
2021,5,3500709,Bauru,0,0,0,0,0,0,1,0,10,0,0,0,0,2,1,1,1,1,1,0,0,30,1
2021,6,3500709,Bauru,0,0,0,0,1,0,0,0,15,4,0,0,0,0,0,0,2,2,0,0,0,18,3
2021,7,3500709,Bauru,0,0,0,0,0,0,1,0,8,5,0,0,0,1,0,1,2,2,0,0,0,35,3
2021,8,3500709,Bauru,0,0,0,0,0,0,0,0,17,6,0,0,0,1,0,1,2,2,0,0,0,24,1
2021,9,3500709,Bauru,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500709,Bauru,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500709,Bauru,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500709,Bauru,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,2,0
2021,2,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,3,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,4,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,5,0
2021,5,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,6,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,7,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,8,3500204,São José do Rio Preto,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,9,3500204,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500204,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500204,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500204,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500501,Campinas,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,1,1,1,0,0,0,11,1
2021,2,3500501,Campinas,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5,0
2021,3,3500501,Campinas,3,3,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,11,0
2021,4,3500501,Campinas,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0
2021,5,3500501,Campinas,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2021,6,3500501,Campinas,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,8,1
2021,7,3500501,Campinas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,3
2021,8,3500501,Campinas,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3,1,0,0,8,2
2021,9,3500501,Campinas,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500501,Campinas,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500501,Campinas,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500501,Campinas,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500550,Sorocaba,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,2,2
2021,2,3500550,Sorocaba,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,3,3500550,Sorocaba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6,0
2021,4,3500550,Sorocaba,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0
2021,5,3500550,Sorocaba,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,6,3500550,Sorocaba,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0
2021,7,3500550,Sorocaba,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0
2021,8,3500550,Sorocaba,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0
2021,9,3500550,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500550,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500550,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500550,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500600,Piracicaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2021,2,3500600,Piracicaba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,3,3500600,Piracicaba,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2021,4,3500600,Piracicaba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,5,3500600,Piracicaba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,6,3500600,Piracicaba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,7,3500600,Piracicaba,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,8,3500600,Piracicaba,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,3500600,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500600,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500600,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500600,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500758,Sorocaba,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,1,2,0
2021,2,3500758,Sorocaba,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,5,0
2021,3,3500758,Sorocaba,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,1
2021,4,3500758,Sorocaba,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,5,3500758,Sorocaba,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,6,3500758,Sorocaba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5,2
2021,7,3500758,Sorocaba,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,8,3500758,Sorocaba,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,5,0
2021,9,3500758,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500758,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500758,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500758,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,2,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,3,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,4,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,5,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,7,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,8,3500808,Presidente Prudente,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0
2021,9,3500808,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500808,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500808,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500808,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3501004,Ribeirão Preto,0,0,0,0,1,0,0,0,6,0,0,0,0,2,1,1,0,0,0,0,0,9,1
2021,2,3501004,Ribeirão Preto,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,7,1
2021,3,3501004,Ribeirão Preto,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,7,3
2021,4,3501004,Ribeirão Preto,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,1,1,0,2,4,2
2021,5,3501004,Ribeirão Preto,0,0,0,0,0,0,1,0,2,4,0,0,0,1,0,1,0,0,0,0,0,11,1
2021,6,3501004,Ribeirão Preto,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0
2021,7,3501004,Ribeirão Preto,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,1,5,0
2021,8,3501004,Ribeirão Preto,0,0,0,0,3,0,0,0,8,2,0,0,0,0,0,0,1,1,0,0,0,8,0
2021,9,3501004,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3501004,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3501004,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3501004,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,2,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0
2021,3,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,4,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2021,5,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0
2021,6,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,7,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,8,3500907,Ribeirão Preto,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2021,9,3500907,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3500907,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3500907,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3500907,Ribeirão Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,2,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2021,4,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,5,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,6,3501202,São José do Rio Preto,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2021,7,3501202,São José do Rio Preto,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0
2021,8,3501202,São José do Rio Preto,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,9,3501202,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3501202,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3501202,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3501202,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3501103,Araçatuba,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,3501103,Araçatuba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,3,3501103,Araçatuba,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,4,3501103,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,5,3501103,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,6,3501103,Araçatuba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,7,3501103,Araçatuba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,3501103,Araçatuba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,9,3501103,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3501103,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3501103,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3501103,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3501152,Sorocaba,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,1,1,1,0,0,0,9,1
2021,2,3501152,Sorocaba,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,2,0,0,8,2
2021,3,3501152,Sorocaba,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,0,0,4,3
2021,4,3501152,Sorocaba,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,1,0,0,0,6,1
2021,5,3501152,Sorocaba,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,10,0
2021,6,3501152,Sorocaba,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,0,0,1,0,0,7,1
2021,7,3501152,Sorocaba,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,0,0,0,3,0
2021,8,3501152,Sorocaba,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,4,4,0,0,0,12,2
2021,9,3501152,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3501152,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3501152,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3501152,Sorocaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3501301,Presidente Prudente,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,1,1,0,0,0,16,1
2021,2,3501301,Presidente Prudente,0,0,0,0,1,0,1,0,10,4,0,0,0,1,1,0,0,0,0,0,0,6,1
2021,3,3501301,Presidente Prudente,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,12,2
2021,4,3501301,Presidente Prudente,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,16,0
2021,5,3501301,Presidente Prudente,0,0,0,0,0,0,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,11,0
2021,6,3501301,Presidente Prudente,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,10,0
2021,7,3501301,Presidente Prudente,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,1,1,0,0,0,10,0
2021,8,3501301,Presidente Prudente,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,14,0
2021,9,3501301,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3501301,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3501301,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3501301,Presidente Prudente,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3523008,Araçatuba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,2,3523008,Araçatuba,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,3,3523008,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,3523008,Araçatuba,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1
2021,5,3523008,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,6,3523008,Araçatuba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,7,3523008,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2021,8,3523008,Araçatuba,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,9,3523008,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3523008,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3523008,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3523008,Araçatuba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3523602,Piracicaba,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,1,3,3,1,0,0,7,0
2021,2,3523602,Piracicaba,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,1,1,1,0,0,0,8,0
2021,3,3523602,Piracicaba,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,1,0,0,0,12,0
2021,4,3523602,Piracicaba,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,11,0
2021,5,3523602,Piracicaba,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,1,1,1,0,0,13,0
2021,6,3523602,Piracicaba,0,0,0,0,1,0,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,12,0
2021,7,3523602,Piracicaba,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,3,2,0,0,1,4,0
2021,8,3523602,Piracicaba,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,17,0
2021,9,3523602,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3523602,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3523602,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3523602,Piracicaba,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021,3,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,4,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,5,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2021,6,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0
2021,7,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,3528205,São José do Rio Preto,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2021,9,3528205,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3528205,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3528205,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3528205,São José do Rio Preto,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3524402,São José dos Campos,5,5,0,0,3,0,2,0,59,22,1,0,0,10,0,10,51,44,11,0,7,82,30
2021,2,3524402,São José dos Campos,3,3,0,0,5,0,1,0,56,19,3,0,0,11,3,8,34,29,7,0,5,89,31
2021,3,3524402,São José dos Campos,0,0,0,0,1,0,2,0,54,17,0,0,0,3,0,3,34,32,11,0,2,152,47
2021,4,3524402,São José dos Campos,0,0,0,0,4,0,3,0,39,15,0,0,0,5,2,3,31,26,17,0,5,141,26
2021,5,3524402,São José dos Campos,2,2,0,0,2,0,3,0,43,17,1,1,1,6,0,6,47,37,16,0,10,149,36
2021,6,3524402,São José dos Campos,1,1,0,0,3,0,1,0,31,23,1,0,0,5,1,4,34,27,12,0,7,132,18
2021,7,3524402,São José dos Campos,2,2,0,0,0,1,0,0,34,17,0,1,1,3,1,2,29,26,4,0,3,135,29
2021,8,3524402,São José dos Campos,4,5,0,0,3,0,0,0,40,16,2,0,0,8,1,7,41,38,7,0,3,156,23
2021,9,3524402,São José dos Campos,,,,,,,,,,,,,,,,,,,,,,,
2021,10,3524402,São José dos Campos,,,,,,,,,,,,,,,,,,,,,,,
2021,11,3524402,São José dos Campos,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3524402,São José dos Campos,,,,,,,,,,,,,,,,,,,,,,,
2021,1,3524808,São José do Rio Preto,0,0,0,0,0,0,0,0,21,22,0,0,0,3,0,3,3,3,0,0,0,32,3
2021,2,3524808,São José do Rio Preto,2,2,0,0,1,0,0,0,9,30,0,0,0,0,0,0,1,1,0,0,0,17,1
2021,3,3524808,São José do Rio Preto,0,0,0,0,0,0,0,0,21,14,0,0,0,1,0,1,3,2,0,0,1,29,0
2021,4,3524808,São José do Rio Preto,0,0,0,0,0,0,0,0,14,27,0,0,0,3,0,3,1,1,0,0,0,24,1
2021,5,3524808,São José do Rio Preto,0,0,0,0,0,0,0,0,12,25,0,0,0,2,0,2,1,1,0,0,0,26,1
2021,6,3524808,São José do Rio Preto,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,2,2,0,0,0,31,0
